"Registered Political Party - English","Registered Political Party - French","Abbreviation - English","Abbreviation - French","Registration Date","President","Leader","Address","Phone","Fax","Email","Web Address","Association Electoral District",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","065 - Mississauga—Streetsville",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","066 - Nepean",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","067 - Newmarket—Aurora",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","068 - Niagara Centre",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","069 - Niagara Falls",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","070 - Niagara West",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","071 - Nickel Belt",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","072 - Nipissing",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","073 - Northumberland—Peterborough South",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","074 - Oakville",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","075 - Oakville North—Burlington",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","076 - Orléans",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","077 - Oshawa",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","078 - Ottawa Centre",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","079 - Ottawa South",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","080 - Ottawa—Vanier",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","081 - Ottawa West—Nepean",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","082 - Oxford",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","083 - Parkdale—High Park",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","084 - Parry Sound—Muskoka",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","085 - Perth—Wellington",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","086 - Peterborough—Kawartha",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","087 - Pickering—Uxbridge",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","088 - Renfrew—Nipissing—Pembroke",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","089 - Richmond Hill",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","090 - St. Catharines",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","091 - Sarnia—Lambton",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","092 - Sault Ste. Marie",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","093 - Scarborough—Agincourt",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","094 - Scarborough Centre",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","095 - Scarborough—Guildwood",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","096 - Scarborough North",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","097 - Scarborough—Rouge Park",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","098 - Scarborough Southwest",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","099 - Simcoe—Grey",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","100 - Simcoe North",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","101 - Spadina—Fort York",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","102 - Stormont—Dundas—South Glengarry",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","103 - Sudbury",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","104 - Thornhill",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","105 - Thunder Bay—Atikokan",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","106 - Thunder Bay—Superior North",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","107 - Timiskaming—Cochrane",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","108 - Timmins",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","109 - Toronto Centre",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","110 - Toronto—Danforth",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","111 - Toronto—St. Paul's",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","112 - University—Rosedale",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","113 - Vaughan—Woodbridge",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","114 - Waterloo",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","115 - Wellington—Halton Hills",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","116 - Whitby",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","117 - Willowdale",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","118 - Windsor—Tecumseh",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","119 - Windsor West",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","120 - York Centre",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","121 - York—Simcoe",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","122 - York South—Weston",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","123 - Kiiwetinoong",
"None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","None of the Above Direct Democracy Party","Aucune de ces Réponses Démocratie Directe Parti","May 15, 2014","Greg Vezina","Greg Vezina","1048 SPRINGWATER CRES MISSISSAUGA ON L5V 1G4","(905) 501-8543","","info@nota.ca","https://www.nota.ca","124 - Mushkegowuk—James Bay",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","002 - Algoma—Manitoulin",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","035 - Haliburton—Kawartha Lakes—Brock",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","040 - Hastings—Lennox and Addington",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","044 - Kenora—Rainy River",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","071 - Nickel Belt",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","072 - Nipissing",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","084 - Parry Sound—Muskoka",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","088 - Renfrew—Nipissing—Pembroke",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","092 - Sault Ste. Marie",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","103 - Sudbury",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","105 - Thunder Bay—Atikokan",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","106 - Thunder Bay—Superior North",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","107 - Timiskaming—Cochrane",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","108 - Timmins",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","123 - Kiiwetinoong",
"Northern Ontario Party","Parti De L'Ontario Nord","Northern Ontario Party","Parti De L'Ontario Nord","August 05, 2010","Kenneth Jones","Jacques Ouellette","1669 Wartman Lake Rd Fowler ON P7G 0Y1","(807) 632-7094","","NorthernOntarioParty@shaw.ca","http://www.northernontarioparty.org","124 - Mushkegowuk—James Bay",
"Ontario Alliance","Alliance de l'Ontario","Alliance","Alliance","November 23, 2017","Joshua E. Eriksen","Joshua E. Eriksen","406-111 Church St. St. Catharines ON L2R 3C9","(289) 696-3167","","info@ontario-alliance.ca","http://www.ontario-alliance.ca","",
"Ontario Centrist Party","Ontario Parti Centriste","CPO","CPO","May 11, 2022","Hasan Syed","Mansoor Qureshi","16 Kingsdown Drive Toronto ON M1K 3B8","(416) 988-1205","","ontariocentristparty@gmail.com","http://www.ontariocentristparty.ca","024 - Durham",
"Ontario Centrist Party","Ontario Parti Centriste","CPO","CPO","May 11, 2022","Hasan Syed","Mansoor Qureshi","16 Kingsdown Drive Toronto ON M1K 3B8","(416) 988-1205","","ontariocentristparty@gmail.com","http://www.ontariocentristparty.ca","059 - Milton",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","001 - Ajax",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","002 - Algoma—Manitoulin",
